ID,BackToBack,Home,Team1OffenseRanking,Team1DefenseRanking,Team2OffenseRanking,Team2DefenseRanking,Team1LastNRecord,Team2LastNRecord,ConsensusSpread,ConsensusTotal,AgainstTheSpread,AgainstTheTotal
04-08-2015 => DEN vs LAL,-10.00,10.00,3.88,1.81,3.33,1.81,0.20,0.30,7.85,8.49,10.00,10.00
04-08-2015 => SAC @ UTA,10.00,-10.00,5.53,4.23,2.32,8.66,0.50,0.50,1.57,7.85,5.00,6.43
04-08-2015 => UTA vs SAC,-10.00,10.00,2.32,8.66,5.53,4.23,0.50,0.50,8.43,7.85,5.00,6.43
04-08-2015 => PHO @ DAL,10.00,-10.00,1.35,6.39,6.71,0.52,0.40,0.40,2.57,8.49,8.92,6.96
04-08-2015 => DAL vs PHO,-10.00,10.00,6.71,0.52,1.35,6.39,0.40,0.40,7.43,8.49,1.08,6.96
04-08-2015 => MIN @ POR,10.00,-10.00,3.88,1.29,6.07,5.31,0.20,0.60,0.29,8.57,0.01,4.82
04-08-2015 => POR vs MIN,-10.00,10.00,6.07,5.31,3.88,1.29,0.60,0.20,9.71,8.57,10.00,4.82
04-09-2015 => CHI @ MIA,10.00,-10.00,5.23,8.16,1.48,5.34,0.60,0.30,4.43,7.95,10.00,0.01
04-09-2015 => MIA vs CHI,-10.00,10.00,1.48,5.34,5.23,8.16,0.30,0.60,5.57,7.95,0.01,0.01
04-09-2015 => POR @ GSW,10.00,-10.00,7.40,5.71,8.47,5.50,0.70,0.80,2.00,8.72,4.64,8.57
04-09-2015 => GSW vs POR,-10.00,10.00,8.47,5.50,7.40,5.71,0.80,0.70,8.00,8.72,5.36,8.57
04-10-2015 => TOR @ ORL,-10.00,-10.00,6.25,4.56,4.16,3.56,0.50,0.40,6.43,8.36,2.86,4.11
04-10-2015 => ORL vs TOR,-10.00,10.00,4.16,3.56,6.25,4.56,0.40,0.50,3.57,8.36,7.14,4.11
04-10-2015 => CHA @ ATL,-10.00,-10.00,2.72,6.12,6.79,5.13,0.30,0.60,2.15,7.93,0.01,2.15
04-10-2015 => ATL vs CHA,-10.00,10.00,6.79,5.13,2.72,6.12,0.60,0.30,7.85,7.93,10.00,2.15
04-10-2015 => WAS @ BKN,-10.00,-10.00,4.32,5.24,6.58,2.20,0.50,0.70,3.57,8.18,0.01,4.64
04-10-2015 => BKN vs WAS,-10.00,10.00,6.58,2.20,4.32,5.24,0.70,0.50,6.43,8.18,10.00,4.64
04-10-2015 => BOS @ CLE,-10.00,-10.00,6.83,3.72,6.13,7.80,0.60,0.80,3.29,8.61,10.00,0.01
04-10-2015 => CLE vs BOS,-10.00,10.00,6.13,7.80,6.83,3.72,0.80,0.60,6.71,8.61,0.01,0.01
04-10-2015 => IND @ DET,-10.00,-10.00,6.13,4.56,5.10,5.08,0.50,0.60,6.57,7.97,3.93,10.00
04-10-2015 => DET vs IND,-10.00,10.00,5.10,5.08,6.13,4.56,0.60,0.50,3.43,7.97,6.07,10.00
04-10-2015 => MIL @ NYK,-10.00,-10.00,4.86,2.99,0.01,3.82,0.40,0.10,8.14,7.81,2.86,5.36
04-10-2015 => NYK vs MIL,-10.00,10.00,0.01,3.82,4.86,2.99,0.10,0.40,1.86,7.81,7.14,5.36
04-10-2015 => SAS @ HOU,-10.00,-10.00,8.06,10.00,7.49,2.46,0.90,0.70,6.00,8.43,3.22,6.07
04-10-2015 => HOU vs SAS,-10.00,10.00,7.49,2.46,8.06,10.00,0.70,0.90,4.00,8.43,6.78,6.07
04-10-2015 => PHO @ NOP,-10.00,-10.00,2.80,4.66,4.36,5.50,0.30,0.50,2.43,8.01,0.72,0.01
04-10-2015 => NOP vs PHO,-10.00,10.00,4.36,5.50,2.80,4.66,0.50,0.30,7.57,8.01,9.28,0.01
04-10-2015 => SAC @ OKC,-10.00,-10.00,5.23,3.67,7.36,0.01,0.40,0.40,1.15,9.05,5.36,5.00
04-10-2015 => OKC vs SAC,-10.00,10.00,7.36,0.01,5.23,3.67,0.40,0.40,8.85,9.05,4.64,5.00
04-10-2015 => DAL @ DEN,-10.00,-10.00,6.29,1.10,5.60,1.36,0.40,0.30,4.57,8.76,6.78,10.00
04-10-2015 => DEN vs DAL,-10.00,10.00,5.60,1.36,6.29,1.10,0.30,0.40,5.43,8.76,3.22,10.00
04-10-2015 => MEM @ UTA,-10.00,-10.00,3.62,8.37,3.46,7.85,0.60,0.50,5.71,7.25,3.93,5.54
04-10-2015 => UTA vs MEM,-10.00,10.00,3.46,7.85,3.62,8.37,0.50,0.60,4.29,7.25,6.07,5.54
04-10-2015 => MIN @ LAL,-10.00,-10.00,3.87,0.06,3.50,0.16,0.10,0.20,3.57,8.34,2.86,5.71
04-10-2015 => LAL vs MIN,-10.00,10.00,3.50,0.16,3.87,0.06,0.20,0.10,6.43,8.34,7.14,5.71
04-11-2015 => NYK @ ORL,10.00,-10.00,0.01,4.35,4.12,4.50,0.10,0.40,1.86,8.12,10.00,0.01
04-11-2015 => ORL vs NYK,10.00,10.00,4.12,4.50,0.01,4.35,0.40,0.10,8.14,8.12,0.01,0.01
04-11-2015 => TOR @ MIA,10.00,-10.00,6.48,5.55,1.25,6.03,0.60,0.30,4.00,8.14,9.64,10.00
04-11-2015 => MIA vs TOR,-10.00,10.00,1.25,6.03,6.48,5.55,0.30,0.60,6.00,8.14,0.36,10.00
04-11-2015 => PHI @ CHI,-10.00,-10.00,2.83,3.88,4.42,8.80,0.10,0.60,0.58,8.05,10.00,10.00
04-11-2015 => CHI vs PHI,-10.00,10.00,4.42,8.80,2.83,3.88,0.60,0.10,9.42,8.05,0.01,10.00
04-11-2015 => MEM @ LAC,10.00,-10.00,2.36,9.23,10.00,6.03,0.60,0.90,2.29,8.14,6.07,0.01
04-11-2015 => LAC vs MEM,-10.00,10.00,10.00,6.03,2.36,9.23,0.90,0.60,7.71,8.14,3.93,0.01
04-11-2015 => UTA @ POR,10.00,-10.00,3.05,8.94,7.17,6.46,0.50,0.70,2.15,7.54,10.00,10.00
04-11-2015 => POR vs UTA,-10.00,10.00,7.17,6.46,3.05,8.94,0.70,0.50,7.85,7.54,0.01,10.00
04-11-2015 => MIN @ GSW,10.00,-10.00,3.61,1.15,8.84,5.31,0.10,0.80,0.01,8.86,10.00,3.75
04-11-2015 => GSW vs MIN,-10.00,10.00,8.84,5.31,3.61,1.15,0.80,0.10,10.00,8.86,0.01,3.75
04-12-2015 => BKN @ MIL,-10.00,-10.00,8.29,4.40,3.99,5.50,0.80,0.50,4.71,8.34,0.01,0.01
04-12-2015 => MIL vs BKN,-10.00,10.00,3.99,5.50,8.29,4.40,0.50,0.80,5.29,8.34,10.00,0.01
04-12-2015 => CLE @ BOS,-10.00,-10.00,6.55,8.42,7.49,5.07,0.80,0.70,2.00,8.16,0.01,4.11
04-12-2015 => BOS vs CLE,-10.00,10.00,7.49,5.07,6.55,8.42,0.70,0.80,8.00,8.16,10.00,4.11
04-12-2015 => CHA @ DET,-10.00,-10.00,2.65,6.27,5.34,4.83,0.30,0.50,2.57,7.97,0.01,5.00
04-12-2015 => DET vs CHA,-10.00,10.00,5.34,4.83,2.65,6.27,0.50,0.30,7.43,7.97,10.00,5.00
04-12-2015 => SAC @ DEN,-10.00,-10.00,5.38,2.87,7.62,0.96,0.30,0.30,2.57,9.02,3.22,10.00
04-12-2015 => DEN vs SAC,-10.00,10.00,7.62,0.96,5.38,2.87,0.30,0.30,7.43,9.02,6.78,10.00
04-12-2015 => OKC @ IND,-10.00,-10.00,7.67,1.53,6.46,6.08,0.40,0.60,4.29,8.69,0.01,8.39
04-12-2015 => IND vs OKC,-10.00,10.00,6.46,6.08,7.67,1.53,0.60,0.40,5.71,8.69,10.00,8.39
04-12-2015 => ATL @ WAS,-10.00,-10.00,6.86,7.70,3.81,5.55,0.70,0.50,2.29,8.01,5.36,9.64
04-12-2015 => WAS vs ATL,-10.00,10.00,3.81,5.55,6.86,7.70,0.50,0.70,7.71,8.01,4.64,9.64
04-12-2015 => NOP @ HOU,-10.00,-10.00,4.44,7.75,8.16,3.83,0.60,0.70,3.57,8.22,3.57,10.00
04-12-2015 => HOU vs NOP,-10.00,10.00,8.16,3.83,4.44,7.75,0.70,0.60,6.43,8.22,6.43,10.00
04-12-2015 => PHO @ SAS,-10.00,-10.00,1.12,5.79,9.19,10.00,0.20,1.00,0.15,8.24,5.71,4.46
04-12-2015 => SAS vs PHO,-10.00,10.00,9.19,10.00,1.12,5.79,1.00,0.20,9.85,8.24,4.29,4.46
04-12-2015 => DAL @ LAL,-10.00,-10.00,8.47,0.01,3.28,2.49,0.40,0.30,6.71,8.39,10.00,10.00
04-12-2015 => LAL vs DAL,-10.00,10.00,3.28,2.49,8.47,0.01,0.30,0.40,3.29,8.39,0.01,10.00
04-13-2015 => HOU @ CHA,10.00,-10.00,8.65,3.44,2.16,5.27,0.70,0.30,8.43,8.30,3.57,1.08
04-13-2015 => CHA vs HOU,10.00,10.00,2.16,5.27,8.65,3.44,0.30,0.70,1.57,8.30,6.43,1.08
04-13-2015 => DET @ CLE,10.00,-10.00,5.83,5.96,4.80,7.34,0.50,0.70,2.72,8.47,2.15,5.36
04-13-2015 => CLE vs DET,10.00,10.00,4.80,7.34,5.83,5.96,0.70,0.50,7.28,8.47,7.85,5.36
04-13-2015 => MIL @ PHI,10.00,-10.00,4.26,7.29,4.26,3.53,0.60,0.10,6.00,8.10,9.64,7.85
04-13-2015 => PHI vs MIL,-10.00,10.00,4.26,3.53,4.26,7.29,0.10,0.60,4.00,8.10,0.36,7.85
04-13-2015 => NYK @ ATL,-10.00,-10.00,0.01,5.82,7.04,8.07,0.20,0.70,0.86,8.08,10.00,10.00
04-13-2015 => ATL vs NYK,10.00,10.00,7.04,8.07,0.01,5.82,0.70,0.20,9.14,8.08,0.01,10.00
04-13-2015 => CHI @ BKN,-10.00,-10.00,5.29,8.16,7.49,4.27,0.60,0.70,5.57,8.22,10.00,5.00
04-13-2015 => BKN vs CHI,10.00,10.00,7.49,4.27,5.29,8.16,0.70,0.60,4.43,8.22,0.01,5.00
04-13-2015 => ORL @ MIA,-10.00,-10.00,3.68,5.96,2.42,5.37,0.40,0.30,3.29,8.18,4.29,3.22
04-13-2015 => MIA vs ORL,-10.00,10.00,2.42,5.37,3.68,5.96,0.30,0.40,6.71,8.18,5.71,3.22
04-13-2015 => NOP @ MIN,10.00,-10.00,5.07,7.20,3.95,1.24,0.60,0.00,9.14,8.20,3.22,1.25
04-13-2015 => MIN vs NOP,-10.00,10.00,3.95,1.24,5.07,7.20,0.00,0.60,0.86,8.20,6.78,1.25
04-13-2015 => POR @ OKC,-10.00,-10.00,8.47,5.60,8.16,0.01,0.60,0.30,2.72,8.96,2.86,0.01
04-13-2015 => OKC vs POR,10.00,10.00,8.16,0.01,8.47,5.60,0.30,0.60,7.28,8.96,7.14,0.01
04-13-2015 => DAL @ UTA,10.00,-10.00,9.32,0.69,3.90,9.03,0.50,0.60,3.29,7.72,0.01,10.00
04-13-2015 => UTA vs DAL,-10.00,10.00,3.90,9.03,9.32,0.69,0.60,0.50,6.71,7.72,10.00,10.00
04-13-2015 => LAL @ SAC,10.00,-10.00,3.50,1.84,5.56,2.43,0.20,0.20,4.00,8.59,0.36,0.01
04-13-2015 => SAC vs LAL,10.00,10.00,5.56,2.43,3.50,1.84,0.20,0.20,6.00,8.59,9.64,0.01
04-13-2015 => MEM @ GSW,-10.00,-10.00,2.38,8.90,9.77,4.36,0.50,0.80,2.72,8.12,7.85,10.00
04-13-2015 => GSW vs MEM,-10.00,10.00,9.77,4.36,2.38,8.90,0.80,0.50,7.28,8.12,2.15,10.00
04-13-2015 => DEN @ LAC,10.00,-10.00,9.01,1.20,10.00,6.79,0.40,0.90,0.01,8.86,10.00,4.46
04-13-2015 => LAC vs DEN,-10.00,10.00,10.00,6.79,9.01,1.20,0.90,0.40,10.00,8.86,0.01,4.46
04-14-2015 => TOR @ BOS,-10.00,-10.00,6.87,4.95,7.50,5.79,0.60,0.70,5.00,8.53,3.57,0.01
04-14-2015 => BOS vs TOR,-10.00,10.00,7.50,5.79,6.87,4.95,0.70,0.60,5.00,8.53,6.43,0.01
04-14-2015 => WAS @ IND,-10.00,-10.00,4.28,6.12,6.83,6.45,0.60,0.70,2.86,7.97,7.50,5.36
04-14-2015 => IND vs WAS,-10.00,10.00,6.83,6.45,4.28,6.12,0.70,0.60,7.14,7.97,2.50,5.36
04-14-2015 => LAC @ PHO,10.00,-10.00,10.00,6.59,0.01,5.19,0.90,0.10,8.00,8.55,5.36,7.14
04-14-2015 => PHO vs LAC,-10.00,10.00,0.01,5.19,10.00,6.59,0.10,0.90,2.00,8.55,4.64,7.14
04-15-2015 => CHA @ TOR,-10.00,-10.00,0.54,5.65,6.28,5.56,0.30,0.60,2.00,8.01,8.92,0.01
04-15-2015 => TOR vs CHA,10.00,10.00,6.28,5.56,0.54,5.65,0.60,0.30,8.00,8.01,1.08,0.01
04-15-2015 => ATL @ CHI,-10.00,-10.00,7.24,6.68,5.80,9.11,0.60,0.70,3.57,8.16,4.29,0.01
04-15-2015 => CHI vs ATL,-10.00,10.00,5.80,9.11,7.24,6.68,0.70,0.60,6.43,8.16,5.71,0.01
04-15-2015 => POR @ DAL,-10.00,-10.00,8.31,4.58,9.08,0.01,0.50,0.50,3.29,8.61,0.01,6.25
04-15-2015 => DAL vs POR,-10.00,10.00,9.08,0.01,8.31,4.58,0.50,0.50,6.71,8.61,10.00,6.25
04-15-2015 => UTA @ HOU,-10.00,-10.00,4.20,9.01,8.60,3.46,0.70,0.70,1.72,7.99,0.01,10.00
04-15-2015 => HOU vs UTA,-10.00,10.00,8.60,3.46,4.20,9.01,0.70,0.70,8.28,7.99,10.00,10.00
04-15-2015 => BOS @ MIL,10.00,-10.00,7.87,5.79,4.49,6.82,0.80,0.60,3.29,8.18,10.00,7.50
04-15-2015 => MIL vs BOS,-10.00,10.00,4.49,6.82,7.87,5.79,0.60,0.80,6.71,8.18,0.01,7.50
04-15-2015 => OKC @ MIN,-10.00,-10.00,6.57,1.08,2.76,1.13,0.30,0.00,9.00,8.72,10.00,10.00
04-15-2015 => MIN vs OKC,-10.00,10.00,2.76,1.13,6.57,1.08,0.00,0.30,1.00,8.72,0.01,10.00
04-15-2015 => SAS @ NOP,-10.00,-10.00,7.82,10.00,4.83,7.47,1.00,0.70,6.57,7.97,0.01,10.00
04-15-2015 => NOP vs SAS,-10.00,10.00,4.83,7.47,7.82,10.00,0.70,1.00,3.43,7.97,10.00,10.00
04-15-2015 => ORL @ BKN,-10.00,-10.00,2.13,6.07,6.13,3.46,0.30,0.60,2.43,8.41,2.15,0.01
04-15-2015 => BKN vs ORL,-10.00,10.00,6.13,3.46,2.13,6.07,0.60,0.30,7.57,8.41,7.85,0.01
04-15-2015 => WAS @ CLE,10.00,-10.00,5.12,6.49,4.88,7.05,0.60,0.70,2.72,7.93,7.14,10.00
04-15-2015 => CLE vs WAS,-10.00,10.00,4.88,7.05,5.12,6.49,0.70,0.60,7.28,7.93,2.86,10.00
04-15-2015 => DET @ NYK,-10.00,-10.00,4.78,5.65,0.49,5.51,0.40,0.30,7.57,7.97,10.00,8.21
04-15-2015 => NYK vs DET,-10.00,10.00,0.49,5.51,4.78,5.65,0.30,0.40,2.43,7.97,0.01,8.21
04-15-2015 => MIA @ PHI,-10.00,-10.00,1.98,4.95,3.19,3.41,0.30,0.10,4.43,7.93,9.28,10.00
04-15-2015 => PHI vs MIA,-10.00,10.00,3.19,3.41,1.98,4.95,0.10,0.30,5.57,7.93,0.72,10.00
04-15-2015 => IND @ MEM,10.00,-10.00,6.57,6.73,1.79,7.52,0.70,0.40,5.71,7.62,0.01,2.68
04-15-2015 => MEM vs IND,-10.00,10.00,1.79,7.52,6.57,6.73,0.40,0.70,4.29,7.62,10.00,2.68
04-15-2015 => DEN @ GSW,-10.00,-10.00,7.97,0.57,9.03,4.30,0.30,0.80,1.72,8.90,8.21,10.00
04-15-2015 => GSW vs DEN,-10.00,10.00,9.03,4.30,7.97,0.57,0.80,0.30,8.28,8.90,1.79,10.00
04-15-2015 => SAC @ LAL,-10.00,-10.00,4.73,2.62,3.24,1.31,0.20,0.20,4.14,8.53,10.00,10.00
04-15-2015 => LAL vs SAC,-10.00,10.00,3.24,1.31,4.73,2.62,0.20,0.20,5.86,8.53,0.01,10.00
11-22-2015 => TOR @ LAC,-10.00,-10.00,4.07,5.26,5.88,0.13,0.40,0.40,3.14,8.41,10.00,0.01
11-22-2015 => LAC vs TOR,-10.00,10.00,5.88,0.13,4.07,5.26,0.40,0.40,6.86,8.41,0.01,0.01
11-22-2015 => BOS @ BKN,-10.00,-10.00,5.74,7.50,3.20,1.73,0.60,0.20,6.57,8.28,0.01,9.10
11-22-2015 => BKN vs BOS,-10.00,10.00,3.20,1.73,5.74,7.50,0.20,0.60,3.43,8.28,10.00,9.10
11-22-2015 => PHO @ NOP,-10.00,-10.00,7.22,3.85,4.17,1.09,0.60,0.20,4.71,8.69,1.43,10.00
11-22-2015 => NOP vs PHO,-10.00,10.00,4.17,1.09,7.22,3.85,0.20,0.60,5.29,8.69,8.57,10.00
11-22-2015 => DAL @ OKC,-10.00,-10.00,4.95,4.62,6.62,2.89,0.70,0.40,4.00,8.61,5.36,10.00
11-22-2015 => OKC vs DAL,-10.00,10.00,6.62,2.89,4.95,4.62,0.40,0.70,6.00,8.61,4.64,10.00
11-22-2015 => GSW @ DEN,-10.00,-10.00,10.00,3.08,5.51,0.97,1.00,0.50,8.57,8.69,5.36,9.46
11-22-2015 => DEN vs GSW,-10.00,10.00,5.51,0.97,10.00,3.08,0.50,1.00,1.43,8.69,4.64,9.46
11-22-2015 => POR @ LAL,-10.00,-10.00,4.72,2.63,2.36,3.21,0.30,0.20,5.71,8.45,10.00,3.39
11-22-2015 => LAL vs POR,-10.00,10.00,2.36,3.21,4.72,2.63,0.20,0.30,4.29,8.45,0.01,3.39
11-23-2015 => SAC @ CHA,-10.00,-10.00,4.64,0.90,6.71,4.55,0.40,0.70,4.00,8.69,3.93,10.00
11-23-2015 => CHA vs SAC,-10.00,10.00,6.71,4.55,4.64,0.90,0.70,0.40,6.00,8.69,6.07,10.00
11-23-2015 => ORL @ CLE,-10.00,-10.00,3.92,4.94,6.30,4.94,0.60,0.80,2.72,8.24,0.72,10.00
11-23-2015 => CLE vs ORL,-10.00,10.00,6.30,4.94,3.92,4.94,0.80,0.60,7.28,8.24,9.28,10.00
11-23-2015 => NYK @ MIA,-10.00,-10.00,2.43,7.18,3.06,9.61,0.60,0.70,3.57,7.85,0.01,0.01
11-23-2015 => MIA vs NYK,-10.00,10.00,3.06,9.61,2.43,7.18,0.70,0.60,6.43,7.85,10.00,0.01
11-23-2015 => DET @ MIL,-10.00,-10.00,2.57,5.77,1.99,3.08,0.40,0.50,5.86,7.89,0.01,7.14
11-23-2015 => MIL vs DET,-10.00,10.00,1.99,3.08,2.57,5.77,0.50,0.40,4.14,7.89,10.00,7.14
11-23-2015 => PHI @ MIN,-10.00,-10.00,0.01,1.22,4.73,1.80,0.00,0.30,2.86,8.28,6.78,3.04
11-23-2015 => MIN vs PHI,-10.00,10.00,4.73,1.80,0.01,1.22,0.30,0.00,7.14,8.28,3.22,3.04
11-23-2015 => PHO @ SAS,10.00,-10.00,7.70,1.80,4.23,9.80,0.50,0.80,2.15,8.12,2.15,0.01
11-23-2015 => SAS vs PHO,-10.00,10.00,4.23,9.80,7.70,1.80,0.80,0.50,7.85,8.12,7.85,0.01
11-23-2015 => OKC @ UTA,10.00,-10.00,6.98,2.63,2.12,7.88,0.50,0.50,4.43,8.30,10.00,4.64
11-23-2015 => UTA vs OKC,-10.00,10.00,2.12,7.88,6.98,2.63,0.50,0.50,5.57,8.30,0.01,4.64
11-24-2015 => IND @ WAS,-10.00,-10.00,5.07,9.68,5.89,1.00,0.80,0.60,4.14,8.57,10.00,10.00
11-24-2015 => WAS vs IND,-10.00,10.00,5.89,1.00,5.07,9.68,0.60,0.80,5.86,8.57,0.01,10.00
11-24-2015 => BOS @ ATL,-10.00,-10.00,6.33,6.27,5.46,3.36,0.60,0.50,4.29,8.45,0.01,9.82
11-24-2015 => ATL vs BOS,-10.00,10.00,5.46,3.36,6.33,6.27,0.50,0.60,5.71,8.45,10.00,9.82
11-24-2015 => DAL @ MEM,-10.00,-10.00,5.98,3.54,2.97,5.34,0.70,0.50,4.00,8.10,0.01,8.57
11-24-2015 => MEM vs DAL,-10.00,10.00,2.97,5.34,5.98,3.54,0.50,0.70,6.00,8.10,10.00,8.57
11-24-2015 => LAC @ DEN,-10.00,-10.00,4.76,0.69,4.85,0.38,0.30,0.40,7.00,8.47,10.00,5.00
11-24-2015 => DEN vs LAC,-10.00,10.00,4.85,0.38,4.76,0.69,0.40,0.30,3.00,8.47,0.01,5.00
11-24-2015 => CHI @ POR,-10.00,-10.00,4.06,4.41,4.72,2.49,0.60,0.30,5.71,8.32,6.78,0.01
11-24-2015 => POR vs CHI,-10.00,10.00,4.72,2.49,4.06,4.41,0.30,0.60,4.29,8.32,3.22,0.01
11-24-2015 => LAL @ GSW,-10.00,-10.00,2.54,2.86,10.00,3.17,0.20,1.00,0.15,8.88,0.01,0.01
11-24-2015 => GSW vs LAL,-10.00,10.00,10.00,3.17,2.54,2.86,1.00,0.20,9.85,8.88,10.00,0.01
11-25-2015 => WAS @ CHA,10.00,-10.00,6.92,0.01,6.92,4.09,0.50,0.70,4.00,8.67,0.01,0.01
11-25-2015 => CHA vs WAS,-10.00,10.00,6.92,4.09,6.92,0.01,0.70,0.50,6.00,8.67,10.00,0.01
11-25-2015 => NYK @ ORL,-10.00,-10.00,2.40,7.35,4.25,4.09,0.60,0.50,4.57,8.05,0.01,3.57
11-25-2015 => ORL vs NYK,-10.00,10.00,4.25,4.09,2.40,7.35,0.50,0.60,5.43,8.05,10.00,3.57
11-25-2015 => PHI @ BOS,-10.00,-10.00,0.01,2.60,6.51,5.52,0.00,0.60,1.72,8.32,10.00,0.01
11-25-2015 => BOS vs PHI,10.00,10.00,6.51,5.52,0.01,2.60,0.60,0.00,8.28,8.32,0.01,0.01
11-25-2015 => MIA @ DET,-10.00,-10.00,2.76,10.00,3.17,5.25,0.70,0.40,4.43,7.75,0.01,4.11
11-25-2015 => DET vs MIA,-10.00,10.00,3.17,5.25,2.76,10.00,0.40,0.70,5.57,7.75,10.00,4.11
11-25-2015 => CLE @ TOR,-10.00,-10.00,7.10,5.19,3.76,6.63,0.80,0.40,5.86,8.28,0.01,5.54
11-25-2015 => TOR vs CLE,-10.00,10.00,3.76,6.63,7.10,5.19,0.40,0.80,4.14,8.28,10.00,5.54
11-25-2015 => MEM @ HOU,10.00,-10.00,3.40,5.47,5.70,1.11,0.50,0.40,3.72,8.20,10.00,3.75
11-25-2015 => HOU vs MEM,-10.00,10.00,5.70,1.11,3.40,5.47,0.40,0.50,6.28,8.20,0.01,3.75
11-25-2015 => SAC @ MIL,-10.00,-10.00,6.11,1.38,2.58,4.20,0.40,0.50,3.72,8.67,10.00,10.00
11-25-2015 => MIL vs SAC,-10.00,10.00,2.58,4.20,6.11,1.38,0.50,0.40,6.28,8.67,0.01,10.00
11-25-2015 => ATL @ MIN,10.00,-10.00,6.56,3.54,5.79,2.71,0.50,0.40,5.86,8.53,0.01,0.54
11-25-2015 => MIN vs ATL,-10.00,10.00,5.79,2.71,6.56,3.54,0.40,0.50,4.14,8.53,10.00,0.54
11-25-2015 => BKN @ OKC,-10.00,-10.00,4.12,2.71,7.92,4.14,0.30,0.60,1.43,8.67,6.07,4.64
11-25-2015 => OKC vs BKN,-10.00,10.00,7.92,4.14,4.12,2.71,0.60,0.30,8.57,8.67,3.93,4.64
11-25-2015 => DAL @ SAS,10.00,-10.00,6.29,4.14,4.75,9.55,0.70,0.80,2.15,8.18,8.57,0.01
11-25-2015 => SAS vs DAL,-10.00,10.00,4.75,9.55,6.29,4.14,0.80,0.70,7.85,8.18,1.43,0.01
11-25-2015 => NOP @ PHO,-10.00,-10.00,5.66,1.33,7.51,2.88,0.30,0.50,3.86,8.74,10.00,10.00
11-25-2015 => PHO vs NOP,-10.00,10.00,7.51,2.88,5.66,1.33,0.50,0.30,6.14,8.74,0.01,10.00
11-25-2015 => UTA @ LAC,-10.00,-10.00,2.08,5.97,5.34,1.83,0.40,0.30,3.72,8.14,10.00,3.57
11-25-2015 => LAC vs UTA,10.00,10.00,5.34,1.83,2.08,5.97,0.30,0.40,6.28,8.14,0.01,3.57
11-26-2015 => CLE @ CHA,10.00,-10.00,7.43,3.65,6.85,3.87,0.70,0.70,6.14,8.39,5.71,0.01
11-26-2015 => CHA vs CLE,10.00,10.00,6.85,3.87,7.43,3.65,0.70,0.70,3.86,8.39,4.29,0.01
11-26-2015 => MIL @ ORL,10.00,-10.00,4.24,1.27,4.08,5.03,0.40,0.60,4.00,8.22,0.01,6.78
11-26-2015 => ORL vs MIL,10.00,10.00,4.08,5.03,4.24,1.27,0.60,0.40,6.00,8.22,10.00,6.78
11-26-2015 => WAS @ BOS,10.00,-10.00,5.84,0.06,5.34,5.91,0.40,0.60,4.14,8.63,0.01,0.01
11-26-2015 => BOS vs WAS,10.00,10.00,5.34,5.91,5.84,0.06,0.60,0.40,5.86,8.63,10.00,0.01
11-26-2015 => MIA @ NYK,10.00,-10.00,2.82,9.06,2.90,6.68,0.70,0.60,5.57,7.72,10.00,0.72
11-26-2015 => NYK vs MIA,10.00,10.00,2.90,6.68,2.82,9.06,0.60,0.70,4.43,7.72,0.01,0.72
11-26-2015 => CHI @ IND,-10.00,-10.00,4.58,4.97,6.80,7.79,0.70,0.80,4.00,8.24,0.01,3.75
11-26-2015 => IND vs CHI,-10.00,10.00,6.80,7.79,4.58,4.97,0.80,0.70,6.00,8.24,10.00,3.75
11-26-2015 => PHI @ HOU,10.00,-10.00,0.01,3.15,4.92,1.16,0.00,0.30,1.72,8.28,10.00,10.00
11-26-2015 => HOU vs PHI,10.00,10.00,4.92,1.16,0.01,3.15,0.30,0.00,8.28,8.28,0.01,10.00
11-26-2015 => ATL @ MEM,10.00,-10.00,5.71,3.81,4.12,6.08,0.40,0.60,4.29,8.12,10.00,10.00
11-26-2015 => MEM vs ATL,10.00,10.00,4.12,6.08,5.71,3.81,0.60,0.40,5.71,8.12,0.01,10.00
11-26-2015 => DET @ OKC,10.00,-10.00,3.82,5.25,8.57,3.81,0.40,0.70,2.72,8.63,0.01,0.01
11-26-2015 => OKC vs DET,10.00,10.00,8.57,3.81,3.82,5.25,0.70,0.40,7.28,8.63,10.00,0.01
11-26-2015 => SAS @ DEN,10.00,-10.00,4.66,10.00,5.80,0.01,0.90,0.40,7.14,8.03,7.50,0.01
11-26-2015 => DEN vs SAS,-10.00,10.00,5.80,0.01,4.66,10.00,0.40,0.90,2.86,8.03,2.50,0.01
11-26-2015 => GSW @ PHO,-10.00,-10.00,10.00,4.81,7.52,1.00,1.00,0.40,7.43,8.94,10.00,10.00
11-26-2015 => PHO vs GSW,10.00,10.00,7.52,1.00,10.00,4.81,0.40,1.00,2.57,8.94,0.01,10.00
11-26-2015 => MIN @ SAC,10.00,-10.00,5.97,1.99,7.18,0.67,0.40,0.50,4.14,8.96,10.00,0.01
11-26-2015 => SAC vs MIN,10.00,10.00,7.18,0.67,5.97,1.99,0.50,0.40,5.86,8.96,0.01,0.01
11-26-2015 => NOP @ LAC,10.00,-10.00,6.18,1.11,4.96,1.77,0.40,0.30,3.14,8.78,0.01,0.90
11-26-2015 => LAC vs NOP,10.00,10.00,4.96,1.77,6.18,1.11,0.30,0.40,6.86,8.78,10.00,0.90
11-27-2015 => CLE @ CHA,10.00,-10.00,5.66,4.48,5.45,5.00,0.70,0.70,6.14,8.39,5.71,0.01
